source_file,month,crop_year,calendar_year,as_of_date,State Code,County Code,Crop Code,State,County,State County Code,Crop,Crop Type,Intended Use,Irrigation Practice,Planted Acres,Volunteer Acres,Failed Acres,Prevented Acres,Not Planted Acres,Planted and Failed Acres,crop_normalized
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,13,21.0,Alabama,Butler,1013,"COTTON, UPLAND",,Blank,N,1035.82,0.0,0.0,0.0,0,1035.82,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,15,21.0,Alabama,Calhoun,1015,"COTTON, UPLAND",,Blank,I,131.78,0.0,0.0,0.0,0,131.78,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,15,21.0,Alabama,Calhoun,1015,"COTTON, UPLAND",,Blank,N,3619.47,0.0,0.0,0.0,0,3619.47,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,17,21.0,Alabama,Chambers,1017,"COTTON, UPLAND",,Blank,N,510.59,0.0,0.0,0.0,0,510.59,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,19,21.0,Alabama,Cherokee,1019,"COTTON, UPLAND",,Blank,I,713.23,0.0,0.0,0.0,0,713.23,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,19,21.0,Alabama,Cherokee,1019,"COTTON, UPLAND",,Blank,N,25842.44,0.0,0.0,0.0,0,25842.44,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,21,21.0,Alabama,Chilton,1021,"COTTON, UPLAND",,Blank,N,562.82,0.0,0.0,0.0,0,562.82,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,23,21.0,Alabama,Choctaw,1023,"COTTON, UPLAND",,Blank,N,583.44,0.0,0.0,0.0,0,583.44,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,25,21.0,Alabama,Clarke,1025,"COTTON, UPLAND",,Blank,N,441.39,0.0,0.0,0.0,0,441.39,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,31,21.0,Alabama,Coffee,1031,"COTTON, UPLAND",,Blank,I,352.3,0.0,0.0,0.0,0,352.3,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,31,21.0,Alabama,Coffee,1031,"COTTON, UPLAND",,Blank,N,13891.48,0.0,0.0,0.0,0,13891.48,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,33,21.0,Alabama,Colbert,1033,"COTTON, UPLAND",,Blank,I,564.8,0.0,0.0,0.0,0,564.8,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,33,21.0,Alabama,Colbert,1033,"COTTON, UPLAND",,Blank,N,6549.75,0.0,0.0,323.9,0,6549.75,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,35,21.0,Alabama,Conecuh,1035,"COTTON, UPLAND",,Blank,N,3669.63,0.0,0.0,0.0,0,3669.63,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,39,21.0,Alabama,Covington,1039,"COTTON, UPLAND",,Blank,I,30.0,0.0,0.0,0.0,0,30.0,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,39,21.0,Alabama,Covington,1039,"COTTON, UPLAND",,Blank,N,15203.89,0.0,0.0,0.0,0,15203.89,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,41,21.0,Alabama,Crenshaw,1041,"COTTON, UPLAND",,Blank,N,755.3,0.0,0.0,0.0,0,755.3,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,43,21.0,Alabama,Cullman,1043,"COTTON, UPLAND",,Blank,N,391.74,0.0,0.0,0.0,0,391.74,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,45,21.0,Alabama,Dale,1045,"COTTON, UPLAND",,Blank,I,1160.1,0.0,0.0,0.0,0,1160.1,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,45,21.0,Alabama,Dale,1045,"COTTON, UPLAND",,Blank,N,9612.85,0.0,0.0,0.0,0,9612.85,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,47,21.0,Alabama,Dallas,1047,"COTTON, UPLAND",,Blank,I,1005.42,0.0,0.0,0.0,0,1005.42,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,47,21.0,Alabama,Dallas,1047,"COTTON, UPLAND",,Blank,N,11215.09,0.0,0.0,0.0,0,11215.09,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,49,21.0,Alabama,DeKalb,1049,"COTTON, UPLAND",,Blank,I,21.0,0.0,0.0,0.0,0,21.0,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,49,21.0,Alabama,DeKalb,1049,"COTTON, UPLAND",,Blank,N,3998.24,0.0,0.0,0.0,0,3998.24,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,51,21.0,Alabama,Elmore,1051,"COTTON, UPLAND",,Blank,I,505.9,0.0,0.0,0.0,0,505.9,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,51,21.0,Alabama,Elmore,1051,"COTTON, UPLAND",,Blank,N,7712.65,0.0,0.0,0.0,0,7712.65,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,53,21.0,Alabama,Escambia,1053,"COTTON, UPLAND",,Blank,I,1790.8,0.0,0.0,0.0,0,1790.8,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,53,21.0,Alabama,Escambia,1053,"COTTON, UPLAND",,Blank,N,12720.78,0.0,0.0,0.0,0,12720.78,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,55,21.0,Alabama,Etowah,1055,"COTTON, UPLAND",,Blank,I,336.29,0.0,0.0,0.0,0,336.29,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,55,21.0,Alabama,Etowah,1055,"COTTON, UPLAND",,Blank,N,3285.09,0.0,0.0,0.0,0,3285.09,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,57,21.0,Alabama,Fayette,1057,"COTTON, UPLAND",,Blank,I,313.8,0.0,0.0,0.0,0,313.8,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,57,21.0,Alabama,Fayette,1057,"COTTON, UPLAND",,Blank,N,3576.01,0.0,0.0,0.0,0,3576.01,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,59,21.0,Alabama,Franklin,1059,"COTTON, UPLAND",,Blank,N,1551.84,0.0,0.0,0.0,0,1551.84,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,61,21.0,Alabama,Geneva,1061,"COTTON, UPLAND",,Blank,I,1680.6,0.0,0.0,0.0,0,1680.6,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,61,21.0,Alabama,Geneva,1061,"COTTON, UPLAND",,Blank,N,19956.16,0.0,0.0,0.0,0,19956.16,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,63,21.0,Alabama,Greene,1063,"COTTON, UPLAND",,Blank,N,1235.76,0.0,0.0,0.0,0,1235.76,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,65,21.0,Alabama,Hale,1065,"COTTON, UPLAND",,Blank,I,1290.28,0.0,0.0,0.0,0,1290.28,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,65,21.0,Alabama,Hale,1065,"COTTON, UPLAND",,Blank,N,1284.99,0.0,0.0,0.0,0,1284.99,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,67,21.0,Alabama,Henry,1067,"COTTON, UPLAND",,Blank,I,4489.02,0.0,0.0,0.0,0,4489.02,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,67,21.0,Alabama,Henry,1067,"COTTON, UPLAND",,Blank,N,15354.99,0.0,0.0,0.0,0,15354.99,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,69,21.0,Alabama,Houston,1069,"COTTON, UPLAND",,Blank,I,6635.37,0.0,0.0,0.0,0,6635.37,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,69,21.0,Alabama,Houston,1069,"COTTON, UPLAND",,Blank,N,20445.63,0.0,0.0,0.0,0,20445.63,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,71,21.0,Alabama,Jackson,1071,"COTTON, UPLAND",,Blank,I,154.18,0.0,0.0,0.0,0,154.18,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,71,21.0,Alabama,Jackson,1071,"COTTON, UPLAND",,Blank,N,4589.66,0.0,0.0,1274.46,0,4589.66,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,75,21.0,Alabama,Lamar,1075,"COTTON, UPLAND",,Blank,I,315.87,0.0,0.0,0.0,0,315.87,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,75,21.0,Alabama,Lamar,1075,"COTTON, UPLAND",,Blank,N,1233.67,0.0,0.0,0.0,0,1233.67,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,77,21.0,Alabama,Lauderdale,1077,"COTTON, UPLAND",,Blank,N,18923.69,0.0,0.0,765.99,0,18923.69,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,79,21.0,Alabama,Lawrence,1079,"COTTON, UPLAND",,Blank,I,874.8,0.0,0.0,0.0,0,874.8,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,79,21.0,Alabama,Lawrence,1079,"COTTON, UPLAND",,Blank,N,14820.96,0.0,13.41,954.9,0,14834.37,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,81,21.0,Alabama,Lee,1081,"COTTON, UPLAND",,Blank,I,195.18,0.0,0.0,0.0,0,195.18,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,81,21.0,Alabama,Lee,1081,"COTTON, UPLAND",,Blank,N,1666.34,0.0,0.0,0.0,0,1666.34,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,83,21.0,Alabama,Limestone,1083,"COTTON, UPLAND",,Blank,I,4466.0,0.0,0.0,22.0,0,4466.0,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,83,21.0,Alabama,Limestone,1083,"COTTON, UPLAND",,Blank,N,23373.24,0.0,0.0,1275.27,0,23373.24,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,85,21.0,Alabama,Lowndes,1085,"COTTON, UPLAND",,Blank,N,2149.035,0.0,0.0,0.0,0,2149.035,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,87,21.0,Alabama,Macon,1087,"COTTON, UPLAND",,Blank,I,728.18,0.0,0.0,0.0,0,728.18,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,87,21.0,Alabama,Macon,1087,"COTTON, UPLAND",,Blank,N,1204.7,0.0,0.0,0.0,0,1204.7,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,89,21.0,Alabama,Madison,1089,"COTTON, UPLAND",,Blank,I,6862.11,0.0,0.0,0.0,0,6862.11,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,89,21.0,Alabama,Madison,1089,"COTTON, UPLAND",,Blank,N,16174.22,0.0,0.0,0.0,0,16174.22,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,91,21.0,Alabama,Marengo,1091,"COTTON, UPLAND",,Blank,I,1194.22,0.0,0.0,0.0,0,1194.22,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,91,21.0,Alabama,Marengo,1091,"COTTON, UPLAND",,Blank,N,7823.92,0.0,0.0,0.0,0,7823.92,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,93,21.0,Alabama,Marion,1093,"COTTON, UPLAND",,Blank,I,343.0,0.0,0.0,0.0,0,343.0,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,93,21.0,Alabama,Marion,1093,"COTTON, UPLAND",,Blank,N,2093.47,0.0,0.0,336.49,0,2093.47,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,95,21.0,Alabama,Marshall,1095,"COTTON, UPLAND",,Blank,N,206.86,0.0,0.0,0.0,0,206.86,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,97,21.0,Alabama,Mobile,1097,"COTTON, UPLAND",,Blank,I,1159.81,0.0,0.0,27.46,0,1159.81,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,97,21.0,Alabama,Mobile,1097,"COTTON, UPLAND",,Blank,N,5535.74,0.0,0.0,203.06,0,5535.74,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,99,21.0,Alabama,Monroe,1099,"COTTON, UPLAND",,Blank,N,8572.89,0.0,0.0,0.0,0,8572.89,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,101,21.0,Alabama,Montgomery,1101,"COTTON, UPLAND",,Blank,N,3624.0,0.0,0.0,0.0,0,3624.0,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,103,21.0,Alabama,Morgan,1103,"COTTON, UPLAND",,Blank,N,1808.91,0.0,0.0,0.0,0,1808.91,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,105,21.0,Alabama,Perry,1105,"COTTON, UPLAND",,Blank,I,222.91,0.0,0.0,0.0,0,222.91,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,105,21.0,Alabama,Perry,1105,"COTTON, UPLAND",,Blank,N,4151.61,0.0,0.0,0.0,0,4151.61,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,107,21.0,Alabama,Pickens,1107,"COTTON, UPLAND",,Blank,I,169.61,0.0,0.0,0.0,0,169.61,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,107,21.0,Alabama,Pickens,1107,"COTTON, UPLAND",,Blank,N,1024.39,0.0,0.0,0.0,0,1024.39,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,109,21.0,Alabama,Pike,1109,"COTTON, UPLAND",,Blank,I,380.0,0.0,0.0,0.0,0,380.0,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,109,21.0,Alabama,Pike,1109,"COTTON, UPLAND",,Blank,N,4743.32,0.0,0.0,0.0,0,4743.32,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,111,21.0,Alabama,Randolph,1111,"COTTON, UPLAND",,Blank,N,108.38,0.0,0.0,0.0,0,108.38,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,113,21.0,Alabama,Russell,1113,"COTTON, UPLAND",,Blank,I,1447.5,0.0,0.0,0.0,0,1447.5,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,113,21.0,Alabama,Russell,1113,"COTTON, UPLAND",,Blank,N,3326.1,0.0,0.0,0.0,0,3326.1,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,115,21.0,Alabama,St. Clair,1115,"COTTON, UPLAND",,Blank,I,202.7,0.0,0.0,0.0,0,202.7,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,115,21.0,Alabama,St. Clair,1115,"COTTON, UPLAND",,Blank,N,74.37,0.0,0.0,0.0,0,74.37,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,117,21.0,Alabama,Shelby,1117,"COTTON, UPLAND",,Blank,I,352.46,0.0,0.0,0.0,0,352.46,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,117,21.0,Alabama,Shelby,1117,"COTTON, UPLAND",,Blank,N,3400.8,0.0,0.0,0.0,0,3400.8,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,119,21.0,Alabama,Sumter,1119,"COTTON, UPLAND",,Blank,N,160.2,0.0,0.0,0.0,0,160.2,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,121,21.0,Alabama,Talladega,1121,"COTTON, UPLAND",,Blank,I,2345.64,0.0,0.0,0.0,0,2345.64,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,121,21.0,Alabama,Talladega,1121,"COTTON, UPLAND",,Blank,N,6283.71,0.0,0.0,0.0,0,6283.71,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,123,21.0,Alabama,Tallapoosa,1123,"COTTON, UPLAND",,Blank,I,423.24,0.0,0.0,0.0,0,423.24,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,123,21.0,Alabama,Tallapoosa,1123,"COTTON, UPLAND",,Blank,N,445.32,0.0,0.0,0.0,0,445.32,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,125,21.0,Alabama,Tuscaloosa,1125,"COTTON, UPLAND",,Blank,I,85.0,0.0,0.0,0.0,0,85.0,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,125,21.0,Alabama,Tuscaloosa,1125,"COTTON, UPLAND",,Blank,N,2084.59,0.0,0.0,10.42,0,2084.59,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,1,131,21.0,Alabama,Wilcox,1131,"COTTON, UPLAND",,Blank,N,1265.68,0.0,0.0,0.0,0,1265.68,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,4,3,21.0,Arizona,Cochise,4003,"COTTON, UPLAND",,Blank,I,2981.47,0.0,0.0,0.0,0,2981.47,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,4,3,22.0,Arizona,Cochise,4003,"COTTON, ELS",,Blank,I,61.03,0.0,10.23,0.0,0,71.26,"Cotton, ELS"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,4,9,21.0,Arizona,Graham,4009,"COTTON, UPLAND",,Blank,I,3220.56,0.0,56.47,2071.44,0,3277.03,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,4,9,22.0,Arizona,Graham,4009,"COTTON, ELS",,Blank,I,12736.36,0.0,0.0,86.19,0,12736.36,"Cotton, ELS"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,4,11,21.0,Arizona,Greenlee,4011,"COTTON, UPLAND",,Blank,I,354.07,0.0,0.0,0.0,0,354.07,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,4,12,21.0,Arizona,La Paz,4012,"COTTON, UPLAND",,Blank,I,6725.85,0.0,0.0,0.0,0,6725.85,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,4,13,21.0,Arizona,Maricopa,4013,"COTTON, UPLAND",,Blank,I,5266.32,0.0,0.0,7957.12,0,5266.32,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,4,13,22.0,Arizona,Maricopa,4013,"COTTON, ELS",,Blank,I,37.23,0.0,0.0,0.0,0,37.23,"Cotton, ELS"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,4,19,21.0,Arizona,Pima,4019,"COTTON, UPLAND",,Blank,I,6638.37,0.0,0.0,0.0,0,6638.37,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,4,21,21.0,Arizona,Pinal,4021,"COTTON, UPLAND",,Blank,I,54464.29,0.0,0.0,44640.75,0,54464.29,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,4,21,22.0,Arizona,Pinal,4021,"COTTON, ELS",,Blank,I,0.0,0.0,0.0,1945.98,0,0.0,"Cotton, ELS"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,4,27,21.0,Arizona,Yuma,4027,"COTTON, UPLAND",,Blank,I,11513.81,0.0,89.68,0.0,0,11603.49,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,4,27,22.0,Arizona,Yuma,4027,"COTTON, ELS",,Blank,I,151.05,0.0,0.0,0.0,0,151.05,"Cotton, ELS"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,3,21.0,Arkansas,Ashley,5003,"COTTON, UPLAND",,Blank,I,15330.79,0.0,0.0,0.0,0,15330.79,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,3,21.0,Arkansas,Ashley,5003,"COTTON, UPLAND",,Blank,N,58.7,0.0,0.0,0.0,0,58.7,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,17,21.0,Arkansas,Chicot,5017,"COTTON, UPLAND",,Blank,I,17576.01,0.0,56.0,177.77,0,17632.01,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,17,21.0,Arkansas,Chicot,5017,"COTTON, UPLAND",,Blank,N,480.17,0.0,0.0,0.0,0,480.17,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,19,21.0,Arkansas,Clark,5019,"COTTON, UPLAND",,Blank,I,0.0,0.0,0.0,137.26,0,0.0,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,19,21.0,Arkansas,Clark,5019,"COTTON, UPLAND",,Blank,N,0.0,0.0,0.0,831.07,0,0.0,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,21,21.0,Arkansas,Clay,5021,"COTTON, UPLAND",,Blank,I,48998.32,0.0,13.0,15.63,0,49011.32,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,21,21.0,Arkansas,Clay,5021,"COTTON, UPLAND",,Blank,N,885.45,0.0,110.17,40.72,0,995.62,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,23,21.0,Arkansas,Cleburne,5023,"COTTON, UPLAND",,Blank,N,57.08,0.0,0.0,0.0,0,57.08,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,31,21.0,Arkansas,Craighead,5031,"COTTON, UPLAND",,Blank,I,82344.15,0.0,184.38,124.55,0,82528.53,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,31,21.0,Arkansas,Craighead,5031,"COTTON, UPLAND",,Blank,N,805.33,0.0,0.0,0.0,0,805.33,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,35,21.0,Arkansas,Crittenden,5035,"COTTON, UPLAND",,Blank,I,12476.04,0.0,414.69,210.52,0,12890.73,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,35,21.0,Arkansas,Crittenden,5035,"COTTON, UPLAND",,Blank,N,4171.5,0.0,674.3,16.16,0,4845.8,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,37,21.0,Arkansas,Cross,5037,"COTTON, UPLAND",,Blank,I,3166.05,0.0,0.0,0.0,0,3166.05,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,41,21.0,Arkansas,Desha,5041,"COTTON, UPLAND",,Blank,I,46835.18,0.0,0.0,0.0,0,46835.18,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,41,21.0,Arkansas,Desha,5041,"COTTON, UPLAND",,Blank,N,193.92,0.0,0.0,0.0,0,193.92,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,43,21.0,Arkansas,Drew,5043,"COTTON, UPLAND",,Blank,I,15970.64,0.0,0.0,308.93,0,15970.64,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,43,21.0,Arkansas,Drew,5043,"COTTON, UPLAND",,Blank,N,19.93,0.0,0.0,0.0,0,19.93,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,55,21.0,Arkansas,Greene,5055,"COTTON, UPLAND",,Blank,I,5287.39,0.0,0.0,0.0,0,5287.39,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,55,21.0,Arkansas,Greene,5055,"COTTON, UPLAND",,Blank,N,369.59,0.0,0.0,7.18,0,369.59,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,59,21.0,Arkansas,Hot Spring,5059,"COTTON, UPLAND",,Blank,I,0.0,0.0,0.0,292.39,0,0.0,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,63,21.0,Arkansas,Independence,5063,"COTTON, UPLAND",,Blank,I,99.18,0.0,0.0,0.0,0,99.18,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,63,21.0,Arkansas,Independence,5063,"COTTON, UPLAND",,Blank,N,423.93,0.0,0.0,0.0,0,423.93,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,67,21.0,Arkansas,Jackson,5067,"COTTON, UPLAND",,Blank,I,3433.4,0.0,167.64,0.0,0,3601.04,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,67,21.0,Arkansas,Jackson,5067,"COTTON, UPLAND",,Blank,N,303.38,0.0,0.0,0.0,0,303.38,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,69,21.0,Arkansas,Jefferson,5069,"COTTON, UPLAND",,Blank,I,14826.41,0.0,0.0,0.0,0,14826.41,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,73,21.0,Arkansas,Lafayette,5073,"COTTON, UPLAND",,Blank,I,676.3,0.0,0.0,31.98,0,676.3,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,73,21.0,Arkansas,Lafayette,5073,"COTTON, UPLAND",,Blank,N,355.88,0.0,95.36,0.0,0,451.24,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,75,21.0,Arkansas,Lawrence,5075,"COTTON, UPLAND",,Blank,I,743.47,0.0,0.0,0.0,0,743.47,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,75,21.0,Arkansas,Lawrence,5075,"COTTON, UPLAND",,Blank,N,9.61,0.0,0.0,0.0,0,9.61,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,77,21.0,Arkansas,Lee,5077,"COTTON, UPLAND",,Blank,I,47312.94,0.0,1820.14,96.29,0,49133.08,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,77,21.0,Arkansas,Lee,5077,"COTTON, UPLAND",,Blank,N,5960.44,0.0,0.0,152.5,0,5960.44,"Cotton, Upland"
09_2024_January_2025.zip,January,2024,2025,2025-01-02,5,79,21.0,Arkansas,Lincoln,5079,"COTTON, UPLAND",,Blank,I,31653.41,0.0,0.0,0.0,0,31653.41,"Cotton, Upland"
